chr,start,end,length,abs_summit,pileup,-log10(pvalue),fold_enrichment,-log10(qvalue)
3,28657967,28658369,402,28658237,13.95,7.82719,5.17,6.01168
3,28670520,28671141,621,28670872,23.07,24.2093,12.0369,21.6988
3,28728663,28729334,671,28728856,23.61,23.2502,11.7148,20.7685
3,28743635,28744017,382,28743791,31.12,35.1944,15.6758,32.3708
3,28744413,28745303,890,28744904,27.37,28.9619,13.6143,26.3029
3,28749003,28749987,984,28749854,13.95,10.2191,6.73134,8.27098
3,28754563,28754772,209,28754690,21.46,13.6523,6.59157,11.5373
3,28770042,28770420,378,28770160,15.02,6.9063,4.00621,5.15424
3,28775065,28775514,449,28775301,24.15,24.9376,12.1695,22.4013
3,28780331,28780917,586,28780575,94.44,103.977,23.8605,100.184
3,28781112,28781663,551,28781574,18.24,10.3253,5.37555,8.36356
3,28787036,28787380,344,28787249,18.24,9.25272,4.81111,7.34867
3,28789792,28790048,256,28789890,11.27,8.84939,5.98704,6.97542
3,28792699,28792966,267,28792796,12.88,8.54523,5.84109,6.6836
3,28799497,28799822,325,28799704,22,16.0317,7.50674,13.8164
3,28801010,28801187,177,28801098,11.27,6.03124,4.1924,4.34079
3,28805262,28805827,565,28805665,11.81,4.14638,3.20131,2.60805
3,28809784,28810092,308,28809939,27.9,21.8929,9.63443,19.4551
3,28811555,28811728,173,28811677,11.81,6.77323,4.86152,5.03016
3,28816454,28816766,312,28816606,18.24,12.6706,6.69419,10.6028
3,28820948,28821576,628,28821279,56.88,40.5756,10.2551,37.625
3,28822900,28823591,691,28823359,16.1,10.9892,6.13097,8.9977
3,28824434,28824733,299,28824605,12.88,7.08913,4.88609,5.31608
3,28828019,28828211,192,28828116,9.12,6.51479,4.77914,4.79297
3,28895682,28896285,603,28895885,44,43.3808,15.0004,40.3675
3,28896492,28896993,501,28896687,22,20.1566,9.89531,17.7811
3,28955849,28956658,809,28956385,15.02,13.9559,8.1514,11.823
3,28957374,28957761,387,28957529,27.37,30.3108,14.4294,27.6124
3,28961053,28961255,202,28961177,8.05,5.94877,4.52451,4.26127
3,28977200,28977460,260,28977372,18.24,12.6023,6.65438,10.5372
3,28978078,28978459,381,28978335,30.59,17.0611,6.37334,14.8024
3,28984335,28984892,557,28984447,17.17,13.4376,7.38069,11.335
3,28998491,28999343,852,28998754,27.37,29.9314,14.2004,27.2468
3,29012536,29013995,1459,29013206,39.71,25.522,8.1417,22.967
3,29020234,29020629,395,29020457,32.2,11.9912,4.14951,9.95017
3,29027891,29028585,694,29028334,89.61,77.4116,15.1021,73.878
3,29030785,29031469,684,29031137,19.85,13.1909,6.95142,11.0958
3,29045110,29045338,228,29045157,8.05,5.50541,4.23802,3.85423
3,29065551,29065973,422,29065722,22.54,23.1607,11.9728,20.68
3,29081269,29081895,626,29081455,30.05,13.6184,4.90362,11.5054
3,29096282,29096775,493,29096357,22,12.9088,5.86154,10.8258
3,29100231,29100579,348,29100450,32.73,28.5972,11.6641,25.9525
3,29102717,29103206,489,29102881,20.39,18.5137,9.70547,16.1957
3,29116327,29116901,574,29116533,19.32,13.2098,6.78341,11.1136
3,29119733,29119906,173,29119858,11.27,7.74501,5.27819,5.93438
3,29150577,29150829,252,29150663,10.73,5.08049,3.91068,3.46239
3,29163251,29163639,388,29163602,14.49,11.3962,7.02733,9.38174
3,29193176,29194010,834,29193669,59.03,39.8288,9.22912,36.894
3,29216576,29217192,616,29216813,33.81,36.2366,15.7922,33.3878
3,29218392,29218782,390,29218661,28.44,19.3503,7.84645,17.0024
3,29239897,29240910,1013,29240626,38.1,10.3343,3.25823,8.37253
3,29241749,29242463,714,29242276,23.07,17.0988,7.85701,14.8383
3,29242845,29243065,220,29242921,12.88,6.14765,4.28876,4.4418
3,29265399,29265607,208,29265512,9.66,6.22657,4.83613,4.51383
3,29277704,29278234,530,29277952,20.39,14.1628,7.10094,12.0239
3,29285263,29286224,961,29285660,78.34,94.0279,26.4479,90.3252
3,29286581,29287111,530,29286770,18.78,12.1886,6.59369,10.1383
3,29291211,29291383,172,29291368,18.24,5.08137,2.88263,3.46322
3,29293835,29294450,615,29294000,14.49,8.52527,5.2311,6.66569
3,29303191,29303694,503,29303548,27.37,30.3108,14.4294,27.6124
3,29311002,29311428,426,29311351,14.49,9.39923,5.76715,7.48652
3,29314054,29314532,478,29314247,22,16.0317,7.50674,13.8164
3,29326737,29326990,253,29326876,11.81,9.08008,6.40262,7.19364
3,29328790,29329218,428,29328962,27.37,30.1357,14.3237,27.445
3,29332862,29333037,175,29332877,12.34,4.79185,3.33546,3.19959
3,29339895,29340663,768,29340309,31.66,17.8356,6.5319,15.5393
3,29355796,29356360,564,29355960,45.61,31.7444,9.32223,29.0083
3,29383326,29383541,215,29383448,12.88,10.3787,7.05958,8.41042
3,29388645,29389204,559,29389007,49.9,36.0818,10.1808,33.238
3,29390391,29390809,418,29390645,31.66,17.8356,6.5319,15.5393
3,29403005,29403280,275,29403221,17.17,6.95141,3.79834,5.19463
3,29418922,29419105,183,29419023,11.27,6.11152,4.24227,4.41011
3,29422935,29423488,553,29423064,17.17,8.44714,4.54281,6.58876
3,29432943,29433566,623,29433032,18.78,9.43334,5.04104,7.51975
3,29438322,29438564,242,29438457,9.66,5.26939,4.18321,3.63805
3,29458921,29459597,676,29459005,13.42,7.28054,4.65241,5.49943
3,29461353,29461776,423,29461612,56.88,50.6917,14.4699,47.5306
3,29462874,29463739,865,29463510,37.56,27.8561,9.64053,25.2256
3,29477733,29478048,315,29477810,10.2,6.03523,4.33528,4.34458
3,29483008,29483303,295,29483206,11.27,6.40646,4.42655,4.68996
3,29509804,29510521,717,29510276,23.07,24.4075,12.1561,21.8917
3,29511007,29511586,579,29511270,46.15,32.8153,9.42955,30.0519
3,29514755,29514929,174,29514857,11.27,6.87046,4.71943,5.12292
3,29521337,29521726,389,29521486,21.46,9.46042,4.49281,7.54398
3,29522538,29522901,363,29522759,26.83,11.2515,4.63835,9.24397
3,29525957,29526371,414,29526102,20.93,13.9532,7.15648,11.823
3,29541340,29541724,384,29541490,16.1,10.2513,5.69935,8.29607
3,29542312,29542863,551,29542502,24.68,14.5125,6.42092,12.356
3,29544112,29544332,220,29544252,15.56,12.5217,7.51427,10.4595
3,29550127,29550299,172,29550151,10.2,5.49175,3.98982,3.8411
3,29551178,29551782,604,29551516,30.59,12.3086,4.51233,10.255
3,29554454,29555475,1021,29555078,50.44,23.5351,5.71562,21.0449
3,29557034,29557467,433,29557191,13.95,5.46828,3.73791,3.81907
3,29567876,29568158,282,29567989,13.42,10.141,6.43989,8.19724
3,29572465,29572687,222,29572564,19.85,10.0802,5.21357,8.13771
3,29580676,29581039,363,29580835,15.56,9.31879,5.52048,7.40747
3,29590977,29592328,1351,29591808,38.64,35.4158,13.2118,32.5861
3,29595213,29595764,551,29595446,45.07,56.2898,21.9319,53.0354
3,29596215,29596761,546,29596602,21.46,9.46042,4.49281,7.54398
3,29603804,29603988,184,29603873,11.27,7.02086,4.81501,5.25655
3,29632080,29632654,574,29632239,11.81,9.2473,6.51368,7.34654
3,29646739,29646987,248,29646877,13.95,9.62537,6.33867,7.70222
3,29661416,29661765,349,29661595,13.95,11.5421,7.60549,9.51925
3,29666833,29667170,337,29666964,20.93,20.1225,10.9637,17.7475
3,29677189,29677904,715,29677774,13.42,11.5421,7.33254,9.51925
3,29686108,29686485,377,29686267,15.56,13.9559,8.42436,11.823
3,29694036,29694216,180,29694201,9.12,4.33257,3.37408,2.76944
3,29706279,29706972,693,29706896,25.76,12.6201,5.35138,10.5527
3,29724646,29725659,1013,29725237,34.88,35.7433,15.1006,32.9083
3,29731362,29731647,285,29731487,21.46,8.589,4.10528,6.72656
3,29747382,29747568,186,29747484,11.27,7.23046,4.94863,5.45028
3,29749978,29750197,219,29750085,12.34,9.86023,6.45656,7.93044
3,29751680,29751944,264,29751808,16.63,10.2513,5.87822,8.29607
3,29778705,29778936,231,29778801,13.95,11.1663,7.35809,9.16736
3,29785962,29786134,172,29786079,12.88,4.79185,3.46961,3.19959
3,29793107,29793481,374,29793283,11.81,5.86499,4.26841,4.18662
3,29797230,29797775,545,29797601,13.42,11.0727,7.03447,9.07806
3,29799566,29799743,177,29799700,13.42,7.53305,4.80501,5.73483
3,29809896,29810304,408,29810011,20.93,10.9285,5.48187,8.93958
3,29833105,29833654,549,29833255,22,17.7101,8.45613,15.4216
3,29842158,29843060,902,29842617,17.17,8.44714,4.54281,6.58876
3,29844128,29844475,347,29844337,9.12,6.06449,4.4876,4.3716
3,29849387,29849632,245,29849497,15.56,9.31879,5.52048,7.40747
3,29900279,29900529,250,29900403,10.73,6.12668,4.60441,4.42252
3,29911936,29912262,326,29912019,9.12,5.39651,4.05473,3.75333
3,29937088,29937921,833,29937547,49.9,53.4388,18.7147,50.2322
3,29946351,29946722,371,29946473,18.24,13.4707,7.16579,11.3656
3,29952731,29953538,807,29953153,27.9,21.5367,9.43319,19.1124
3,29954162,29954473,311,29954322,16.63,10.4982,6.02606,8.52686
3,29972871,29973336,465,29973092,19.32,18.5389,9.99885,16.2182
3,29974060,29974950,890,29974513,25.22,23.5765,11.0355,21.0832
3,30011398,30011702,304,30011548,12.34,10.0316,6.56587,8.09431
3,30024730,30025151,421,30024844,33.27,12.6807,4.28366,10.6122
3,30044634,30045107,473,30044787,13.42,7.53305,4.80501,5.73483
3,30073879,30074291,412,30074189,19.85,17.1548,9.38874,14.8936
3,30082201,30082520,319,30082267,11.27,8.26196,5.61031,6.41563
3,30098797,30098969,172,30098838,10.2,7.99793,5.59772,6.17005
3,30115725,30116343,618,30115879,34.88,21.3812,7.49981,18.9639
3,30151490,30151898,408,30151630,36.49,16.8787,5.35556,14.6251
3,30202176,30202388,212,30202225,11.81,4.14638,3.20131,2.60805
3,30210121,30210306,185,30210149,16.63,5.94584,3.52693,4.26127
3,30223596,30224338,742,30223908,35.42,31.5779,12.1386,28.8457
3,30235621,30236229,608,30235975,116.98,152.673,36.4583,148.581
3,30241388,30241658,270,30241536,16.1,7.82317,4.3573,6.00896
3,30245597,30246195,598,30245860,18.24,12.1886,6.41482,10.1383
3,30256611,30256832,221,30256670,8.05,3.62443,3.01634,2.12894
3,30267189,30267859,670,30267648,42.93,53.2055,21.9641,50.0017
3,30280149,30280801,652,30280624,40.25,46.729,18.7138,43.6499
3,30294380,30294585,205,30294453,13.42,8.90895,5.65739,7.03189
3,30314985,30316385,1400,30315631,28.44,18.7934,7.56887,16.4646
3,30318206,30318962,756,30318329,26.83,14.4868,6.03428,12.3333
3,30325208,30325383,175,30325362,22.54,4.94366,2.61525,3.34066
3,30325935,30326462,527,30326066,31.66,18.5164,6.82682,16.1973
3,30326751,30327095,344,30326853,20.39,16.4587,8.45221,14.2199
3,30351051,30351567,516,30351279,46.68,60.5315,24.2557,57.2077
3,30369663,30370218,555,30369890,25.22,19.6141,8.74009,17.2563
3,30380776,30381229,453,30380840,12.88,8.54523,5.84109,6.6836
3,30381401,30381573,172,30381539,10.2,7.9336,5.5566,6.11341
3,30402319,30402686,367,30402490,12.88,8.06221,5.52134,6.23292
3,30403110,30403702,592,30403475,29.51,15.2226,5.75719,13.0352
3,30407226,30407541,315,30407361,13.95,9.22186,6.07297,7.32965
3,30431288,30431649,361,30431549,26.83,11.6147,4.78509,9.58883
3,30485018,30485678,660,30485407,19.85,6.46191,3.47571,4.74125
3,30490802,30491550,748,30491231,56.88,50.6917,14.4699,47.5306
3,30498300,30498484,184,30498438,12.88,6.6833,4.62615,4.94305
3,30499026,30499547,521,30499416,20.93,9.48713,4.75444,7.57016
3,30513914,30514725,811,30514311,19.85,10.0802,5.21357,8.13771
3,30531882,30532071,189,30531918,11.81,8.33119,5.90212,6.48342
3,30545370,30545593,223,30545449,20.39,10.2584,5.01192,8.30119
3,30546476,30546823,347,30546578,16.63,11.9584,6.92098,9.91801
3,30568736,30569130,394,30568813,17.17,13.8763,7.64783,11.7508
3,30583781,30584661,880,30584241,86.93,81.6616,17.5859,78.0793
3,30589988,30590285,297,30590085,13.95,10.3789,6.83722,8.41042
3,30605978,30606425,447,30606120,22,22.8283,11.5003,20.362
3,30611414,30611895,481,30611739,20.93,10.9285,5.48187,8.93958
3,30617198,30617462,264,30617320,19.32,7.99138,4.06353,6.16685
3,30626137,30626402,265,30626278,17.17,8.61674,4.6308,6.75254
3,30643854,30644140,286,30643933,12.34,6.61216,4.40383,4.88175
3,30658061,30658250,189,30658105,11.81,3.74424,2.96445,2.24166
3,30665610,30666325,715,30665921,55.27,49.4125,14.0675,46.2763
3,30676744,30677545,801,30676969,59.03,37.0531,8.34624,34.1852
3,30682218,30682441,223,30682333,10.73,8.15019,5.96777,6.31189
3,30683095,30683280,185,30683252,8.05,5.94877,4.52451,4.26127
3,30689993,30690240,247,30690087,17.17,9.92389,5.33194,7.99036
3,30709212,30709868,656,30709677,38.1,20.2146,6.17478,17.8367
3,30724274,30724780,506,30724391,22,5.86828,2.87508,4.18936
3,30730038,30730309,271,30730260,10.2,6.12668,4.39381,4.42252
3,30774302,30774786,484,30774572,19.32,13.1909,6.77255,11.0958
3,30796123,30797480,1357,30797196,73.51,109.048,37.9035,105.216
3,30814277,30814862,585,30814655,48.29,34.9842,9.85883,32.1644
3,30822005,30822438,433,30822165,26.29,20.7457,9.09783,18.3455
3,30825889,30826063,174,30825920,8.05,5.30201,4.10573,3.6666
3,30836584,30836797,213,30836672,33.27,11.5068,3.92097,9.49035
3,30837389,30837798,409,30837531,32.2,9.22533,3.31961,7.3329
3,30848676,30849209,533,30849000,18.78,13.7863,7.55925,11.6642
3,30851258,30851810,552,30851510,35.95,18.5163,6.15872,16.1973
3,30902041,30902278,237,30902129,16.63,8.60744,4.92588,6.74409
3,30903310,30903720,410,30903463,23.61,17.5066,8.26409,15.2258
3,30919843,30920836,993,30920171,60.64,46.9002,11.6294,43.8153
3,30932036,30932279,243,30932130,9.12,6.89501,5.02394,5.14694
3,30959585,30959822,237,30959669,14.49,6.00705,3.78131,4.31798
3,30960069,30960395,326,30960295,22.54,4.17504,2.35373,2.62525
3,30960613,30961276,663,30960704,19.85,5.28566,2.97918,3.65346
3,30962910,30963810,900,30963225,78.88,53.1892,9.98506,49.987
3,30992093,30992587,494,30992260,26.83,26.5254,12.7264,23.9408
3,31004856,31005032,176,31005026,12.88,6.6833,4.62615,4.94305
3,31005202,31005870,668,31005398,27.37,17.6607,7.22902,15.3755
3,31006986,31007193,207,31007046,15.56,8.63944,5.11788,6.77351
3,31009892,31010149,257,31010015,27.37,7.44156,3.12271,5.65156
3,31010843,31011101,258,31010960,22,12.6839,5.75017,10.6123
3,31019235,31019947,712,31019625,55.81,67.6762,23.9085,64.252
3,31026567,31026887,320,31026716,17.17,8.44714,4.54281,6.58876
3,31027754,31028294,540,31028073,30.59,33.9249,15.5444,31.1338
3,31061290,31061621,331,31061456,11.27,4.14638,3.06716,2.60805
3,31086569,31086950,381,31086812,22,10.3161,4.64097,8.35531
3,31103997,31104392,395,31104276,24.15,8.23007,3.59244,6.386
3,31130310,31130482,172,31130342,8.59,4.84645,4.03435,3.24931
3,31134405,31135017,612,31134742,27.37,26.1793,11.9388,23.6029
3,31156298,31156538,240,31156465,11.27,8.54579,5.79256,6.68372
3,31168294,31168978,684,31168663,86.93,67.1998,12.5614,63.7843
3,31202743,31203386,643,31203281,23.07,13.5895,6.01847,11.4771
3,31235089,31235572,483,31235260,11.27,7.50844,5.12646,5.71621
3,31267320,31268142,822,31267881,35.42,29.9336,11.2533,27.2482
3,31280953,31281212,259,31281059,22.54,16.8295,8.13875,14.5769
3,31282443,31283528,1085,31283160,22,16.3197,7.66689,14.0892
3,31294236,31294523,287,31294456,18.24,11.5365,6.04335,9.51917
3,31296052,31296862,810,31296532,52.05,27.8207,6.6313,25.1966
3,31304359,31304809,450,31304531,17.71,13.026,7.34217,10.9385
3,31305380,31306111,731,31305665,84.78,99.7043,26.509,95.9477
3,31316778,31317335,557,31317119,40.78,15.8809,4.64241,13.6724
3,31324802,31325837,1035,31325110,48.83,30.6604,8.30513,27.9536
3,31340447,31340775,328,31340553,11.81,4.14638,3.20131,2.60805
3,31359968,31361017,1049,31360321,28.44,18.0108,7.18747,15.7104
3,31367679,31367918,239,31367794,12.88,8.87516,6.06045,7.00013
3,31375159,31375602,443,31375249,17.71,8.44714,4.67696,6.58876
3,31390271,31390738,467,31390429,27.9,17.3804,7.22582,15.1089
3,31425707,31425884,177,31425815,13.42,7.15354,4.5762,5.37701
3,31440327,31440980,653,31440742,49.9,62.8662,24.2307,59.5101
3,31445857,31446047,190,31445858,17.17,4.24476,2.59589,2.69064
3,31448771,31449391,620,31449175,17.71,6.60524,3.74157,4.87489
3,31451186,31451511,325,31451444,19.85,3.59698,2.31714,2.11018
3,31466442,31466651,209,31466566,10.73,7.31654,5.40746,5.53265
3,31468082,31468850,768,31468745,22.54,14.0166,6.57466,11.8816
3,31473675,31473851,176,31473725,9.66,6.82875,5.24549,5.08237
3,31474101,31474654,553,31474402,18.78,17.7694,10.0621,15.4755
3,31476144,31476411,267,31476267,18.78,13.9497,7.65995,11.823
3,31479637,31480368,731,31480015,60.64,24.8733,5.13633,22.3378
3,31485286,31485599,313,31485416,19.85,6.46191,3.47571,4.74125
3,31486863,31487035,172,31486916,12.88,6.57138,4.55509,4.84385
3,31488848,31489079,231,31488967,18.78,8.30334,4.45519,6.45598
3,31489861,31490487,626,31490354,14.49,3.6454,2.58137,2.14792
3,31499184,31499375,191,31499278,12.34,10.3787,6.78663,8.41042
3,31503081,31503334,253,31503253,18.78,11.365,6.11281,9.35174
3,31504228,31504601,373,31504445,10.2,3.53412,2.79886,2.05441
3,31522180,31522635,455,31522501,44.54,43.3808,15.1793,40.3675
3,31530873,31531100,227,31530880,19.32,4.35259,2.53971,2.78782
3,31554569,31554835,266,31554681,20.39,8.71601,4.27817,6.84614
3,31579373,31580068,695,31579861,35.42,21.584,7.28314,19.1577
3,31598449,31598639,190,31598506,15.56,9.12588,5.40517,7.23548
3,31605603,31606422,819,31605761,28.98,17.2843,6.96739,15.0186
3,31610669,31610896,227,31610754,25.22,8.59534,3.64576,6.73284
3,31619091,31619616,525,31619346,20.93,20.2949,11.0722,17.9154
3,31643934,31644137,203,31644053,24.15,4.32837,2.2861,2.76944
3,31653176,31653565,389,31653398,15.56,13.9559,8.42436,11.823
3,31667848,31668765,917,31668045,19.85,19.0866,10.608,16.7446
3,31670688,31670895,207,31670784,12.34,6.6833,4.44728,4.94305
3,31674724,31675014,290,31674791,24.15,11.8043,5.02942,9.76999
3,31679186,31679558,372,31679460,21.46,19.2742,9.88387,16.9299
3,31684349,31685261,912,31684675,31.66,13.0386,4.66564,10.9503
3,31693781,31694273,492,31694135,17.17,13.8763,7.64783,11.7508
3,31697196,31698021,825,31697255,13.95,11.5421,7.60549,9.51925
3,31708627,31709348,721,31708966,30.59,25.4237,10.5288,22.8717
3,31755053,31755625,572,31755272,39.17,31.4908,10.7068,28.7627
3,31755937,31756758,821,31756214,21.46,15.9041,7.86117,13.695
3,31757957,31758383,426,31758212,28.44,18.3673,7.35997,16.0583
3,31759439,31759675,236,31759540,23.07,6.41011,3.00923,4.69276
3,31766720,31767016,296,31766814,14.49,9.28153,5.69421,7.37625
3,31767633,31767809,176,31767674,18.78,9.25272,4.94526,7.34867
3,31769819,31769991,172,31769898,16.63,7.66459,4.40866,5.85628
3,31781380,31781617,237,31781403,19.85,4.35259,2.60678,2.78782
3,31788532,31789063,531,31788860,39.71,23.7837,7.43942,21.2845
3,31789523,31790265,742,31790055,14.49,8.62668,5.29259,6.76204
3,31790544,31791210,666,31790827,19.32,13.557,6.98393,11.4483
3,31801535,31801963,428,31801855,18.78,12.1886,6.59369,10.1383
3,31802628,31802848,220,31802729,15.56,7.05388,4.22055,5.28834
3,31804614,31805228,614,31804881,27.37,17.3804,7.09167,15.1089
3,31808790,31809272,482,31809068,27.9,26.1793,12.1647,23.6029
3,31810544,31810847,303,31810693,22.54,12.6839,5.88432,10.6123
3,31837168,31837525,357,31837319,12.88,8.87516,6.06045,7.00013
3,31846643,31847365,722,31847087,31.12,28.607,11.8099,25.961
3,31849956,31850202,246,31850040,11.27,4.14638,3.06716,2.60805
3,31863123,31863344,221,31863202,12.88,10.0316,6.82994,8.09431
3,31868295,31869848,1553,31869462,42.93,21.863,6.27545,19.4289
3,31878249,31878989,740,31878709,30.59,10.6508,3.94829,8.67386
3,31884483,31885026,543,31884696,24.68,8.23007,3.6691,6.386
3,31895500,31896141,641,31895985,20.93,10.9285,5.48187,8.93958
3,31901042,31901223,181,31901126,15.02,4.1611,2.67081,2.62147
3,31906582,31906918,336,31906669,9.12,7.09034,5.1489,5.31608
3,31926062,31926548,486,31926354,19.32,10.0802,5.07941,8.13771
3,31935158,31936004,846,31935513,69.22,61.2414,14.6784,57.9092
3,31939175,31939350,175,31939222,10.73,4.95512,3.82899,3.34992
3,31940312,31941646,1334,31940828,184.05,285.789,61.6848,281.182
3,31946687,31947210,523,31947093,10.73,6.36587,4.76524,4.64998
3,31954205,31954406,201,31954326,10.73,7.8601,5.77364,6.04223
3,31958783,31959081,298,31958930,10.2,7.9336,5.5566,6.11341
3,31977989,31978526,537,31978259,20.93,14.2141,7.30915,12.0699
3,31979308,31979952,644,31979575,72.44,103.569,35.2473,99.7808
3,31986946,31987201,255,31987092,18.78,11.955,6.45596,9.91643
3,32014718,32015117,399,32014779,18.78,5.85335,3.29684,4.18178
3,32015280,32015814,534,32015665,16.63,7.66459,4.40866,5.85628
3,32020184,32020722,538,32020341,27.9,16.4518,6.77209,14.2131
3,32023261,32023559,298,32023361,9.66,5.71384,4.48604,4.05283
3,32032272,32032764,492,32032596,27.37,20.6353,8.76597,18.2405
3,32032936,32033154,218,32033049,11.27,4.14638,3.06716,2.60805
3,32037608,32037794,186,32037719,10.2,6.12668,4.39381,4.42252
3,32068276,32068459,183,32068310,9.66,6.7637,5.20146,5.0208
3,32080431,32080624,193,32080500,10.73,5.08049,3.91068,3.46239
3,32084519,32084775,256,32084655,20.93,9.86137,4.93862,7.93123
3,32090154,32090412,258,32090273,13.42,7.82719,4.98445,6.01168
3,32091306,32091506,200,32091462,9.66,4.33257,3.55294,2.76944
3,32107624,32108051,427,32107836,16.1,4.70182,2.84967,3.11745
3,32139829,32140023,194,32139894,11.27,5.86499,4.08954,4.18662
3,32148677,32148924,247,32148780,9.66,6.11767,4.76181,4.41571
3,32160006,32160354,348,32160284,12.88,6.6833,4.62615,4.94305
3,32168717,32169326,609,32168992,41.85,42.1608,15.8558,39.1739
3,32171955,32172431,476,32172267,27.37,21.8929,9.45556,19.4551
3,32181738,32182049,311,32181858,24.68,18.4988,8.56122,16.1824
3,32186992,32187499,507,32187288,17.17,16.4744,9.24322,14.2306
3,32194682,32194989,307,32194852,18.78,16.5064,9.26426,14.2617
3,32200548,32201038,490,32200788,17.71,8.44714,4.67696,6.58876
3,32234904,32235319,415,32235056,26.29,20.403,8.90779,18.0178
3,32259423,32260086,663,32259894,37.03,27.8561,9.50638,25.2256
3,32277175,32277570,395,32277299,20.93,14.2141,7.30915,12.0699
3,32289638,32290241,603,32290064,29.51,19.3689,7.62827,17.0195
3,32290536,32290861,325,32290708,16.63,13.6734,8.0012,11.5566
3,32292953,32293399,446,32293239,26.29,12.7289,5.14971,10.6553
3,32326775,32327153,378,32326950,17.71,14.1539,8.04847,12.0151
3,32344488,32344688,200,32344581,23.07,9.09299,4.01231,7.20459
3,32365925,32366719,794,32366298,49.37,42.4285,12.8357,39.4371
3,32370980,32371157,177,32371100,12.34,6.14765,4.12294,4.4418
3,32371987,32372815,828,32372289,46.15,26.3832,7.06227,23.8009
3,32383785,32384161,376,32383935,26.29,28.4555,13.6467,25.8147
3,32387686,32388352,666,32388099,32.2,27.847,11.0654,25.2188
3,32396772,32397550,778,32397427,12.88,10.3787,7.05958,8.41042
3,32406046,32406392,346,32406316,18.78,10.3253,5.52543,8.36356
3,32426967,32428037,1070,32427858,30.59,29.7224,13.0113,27.0443
3,32432358,32433314,956,32433105,35.95,28.8475,10.8428,26.1897
3,32441813,32442053,240,32441949,10.2,5.08049,3.73181,3.46239
3,32451156,32451629,473,32451302,26.29,24.87,11.4872,22.3346
3,32492106,32492301,195,32492173,18.78,9.25272,4.94526,7.34867
3,32496457,32496758,301,32496577,10.73,7.19164,5.32306,5.41207
3,32502352,32502688,336,32502609,9.12,5.71384,4.2602,4.05283
3,32505514,32506425,911,32506291,35.95,36.9745,15.4405,34.1073
3,32532110,32532714,604,32532372,36.49,42.5565,18.1421,39.5592
3,32542520,32542974,454,32542803,21.46,7.73977,3.74401,5.9295
3,32585804,32586190,386,32585975,34.34,40.4363,17.6713,37.4879
3,32587246,32587785,539,32587385,12.34,4.79185,3.33546,3.19959
3,32592428,32592804,376,32592509,17.17,10.9883,5.93057,8.9969
3,32611113,32611844,731,32611247,15.56,6.9063,4.14036,5.15424
3,32614685,32614892,207,32614828,9.66,5.62002,4.42202,3.96502
3,32630739,32631546,807,32631094,93.91,128.863,37.247,124.897
3,32640493,32640871,378,32640749,21.46,20.8791,10.8711,18.4776
3,32666026,32666228,202,32666221,16.1,3.75727,2.44258,2.25335
3,32671285,32671976,691,32671658,34.88,40.4363,17.9396,37.4879
3,32693943,32694728,785,32694244,17.71,11.2084,6.23595,9.20446
3,32694989,32695566,577,32695218,20.93,20.4248,11.1539,18.0346
3,32697930,32698153,223,32698089,14.49,12.7351,7.87845,10.6587
3,32700966,32701473,507,32701327,31.12,26.6287,10.7076,24.0384
3,32703842,32704020,178,32703881,11.27,5.86499,4.08954,4.18662
3,32708155,32708957,802,32708516,28.98,23.7093,10.3653,21.2108
3,32755051,32755258,207,32755197,13.42,9.55582,6.06694,7.63376
3,32760424,32760861,437,32760586,35.95,28.8475,10.8428,26.1897
3,32765045,32765418,373,32765250,32.73,37.8429,17.1589,34.9527
3,32780930,32781476,546,32781084,42.39,28.7764,8.75535,26.1246
3,32787640,32788025,385,32787894,19.85,7.99138,4.17085,6.16685
3,32801977,32802340,363,32802207,19.32,12.9436,6.63109,10.8589
3,32802817,32803071,254,32802986,14.49,12.5229,7.74412,10.4595
3,32807377,32807593,216,32807432,10.73,8.15019,5.96777,6.31189
3,32826452,32827599,1147,32826989,61.17,44.2974,10.3621,41.2669
3,32834140,32834568,428,32834508,19.32,11.7462,5.96175,9.71608
3,32847175,32847486,311,32847317,23.07,16.1196,7.32263,13.8995
3,32847897,32848069,172,32847951,14.49,7.44723,4.59101,5.65678
3,32851915,32852537,622,32852439,14.49,8.37689,5.1415,6.52728
3,32856260,32857082,822,32856721,25.76,22.3183,10.5011,19.871
3,32885504,32886107,603,32885764,35.95,18.5163,6.15872,16.1973
3,32899690,32900163,473,32899949,58.49,69.8854,23.5062,66.4358
3,32900959,32901244,285,32901109,20.39,10.6807,5.22238,8.70274
3,32904010,32904233,223,32904088,10.73,7.01153,5.20129,5.24927
3,32907683,32908906,1223,32908225,18.24,16.0492,8.7316,13.8314
3,32926494,32926838,344,32926689,29.51,23.8489,9.95858,21.3481
3,32927899,32928142,243,32927973,13.95,4.11731,2.99033,2.58395
3,32934245,32934687,442,32934369,32.2,21.3429,7.7779,18.927
3,32948323,32948687,364,32948599,20.39,6.64059,3.37822,4.90666
3,32949881,32950274,393,32950112,20.39,10.9285,5.34772,8.93958
3,32952051,32952372,321,32952196,14.49,6.17368,3.87206,4.46501
3,32972507,32972778,271,32972594,16.1,8.20088,4.55705,6.35763
3,32982700,32982981,281,32982839,17.71,15.9841,9.20662,13.7707
3,32987456,32987967,511,32987735,25.76,24.4137,11.7726,21.8977
3,32993800,32994022,222,32993963,11.81,4.14638,3.20131,2.60805
3,33008137,33008835,698,33008361,135.22,232.133,67.6115,227.723
