chr,start,end,length,abs_summit,pileup,-log10(pvalue),fold_enrichment,-log10(qvalue)
1,39024265,39024509,244,39024311,21.2,5.78471,2.93667,4.20643
1,39034023,39034250,227,39034164,21.2,10.565,4.9501,8.76667
1,39047217,39047605,388,39047461,21.2,4.47616,2.4668,2.9816
1,39060230,39060552,322,39060370,21.2,8.88391,4.18496,7.1514
1,39062387,39062781,394,39062587,62.09,35.0995,7.34878,32.7761
1,39063104,39063635,531,39063285,59.82,34.2015,7.60221,31.8914
1,39072689,39072923,234,39072878,19.69,7.81783,4.05624,6.12959
1,39084559,39084990,431,39084805,24.99,13.087,5.79424,11.2063
1,39094745,39094968,223,39094890,37.86,16.4456,5.14012,14.4722
1,39112386,39112739,353,39112574,26.5,11.2515,4.58359,9.4301
1,39113639,39113845,206,39113773,28.77,8.09835,3.30812,6.39999
1,39122729,39123028,299,39122869,34.83,16.1477,5.41493,14.1829
1,39136199,39136419,220,39136267,18.17,8.21449,4.2748,6.50706
1,39137039,39137298,259,39137241,16.66,5.02033,3.08978,3.49138
1,39156476,39156713,237,39156637,20.44,11.5169,5.66489,9.68567
1,39163260,39163770,510,39163487,37.1,20.2698,6.35035,18.2075
1,39169240,39169533,293,39169366,15.9,7.33522,4.46473,5.66609
1,39170159,39170490,331,39170302,17.42,8.93975,4.86478,7.20266
1,39171004,39171326,322,39171168,15.9,7.33522,4.46473,5.66609
1,39181929,39182589,660,39182279,28.77,10.8899,4.2533,9.0807
1,39187098,39187340,242,39187162,12.87,5.12571,3.66462,3.58301
1,39190542,39190880,338,39190671,21.96,10.565,5.11893,8.76667
1,39198868,39199377,509,39199100,21.96,7.26463,3.62692,5.60609
1,39212290,39212584,294,39212352,21.2,7.58507,3.63686,5.90692
1,39232479,39232693,214,39232547,19.69,5.28566,2.95526,3.73371
1,39244225,39244773,548,39244517,88.59,54.2952,8.76194,51.7303
1,39261402,39261740,338,39261566,28.77,10.3137,4.04801,8.52403
1,39263073,39263775,702,39263488,62.85,19.6025,3.9904,17.556
1,39265191,39265538,347,39265388,24.99,11.0899,4.87976,9.27253
1,39298236,39298794,558,39298536,56.79,43.5432,11.3769,41.1023
1,39319364,39319709,345,39319542,28.77,18.3938,7.45632,16.3745
1,39323550,39323827,277,39323791,17.42,6.30141,3.5397,4.69273
1,39334204,39334517,313,39334358,39.37,21.0971,6.37815,19.0192
1,39354514,39354740,226,39354573,16.66,5.77542,3.44851,4.1977
1,39355182,39355589,407,39355392,112.06,86.9572,12.8627,84.1
1,39356458,39357036,578,39356643,30.29,17.5608,6.52842,15.5639
1,39412359,39413306,947,39412837,215.8,144.002,10.8399,140.794
1,39416512,39416998,486,39416824,36.34,11.6241,3.73449,9.78903
1,39475675,39476190,515,39475948,62.85,34.4573,7.26353,32.144
1,39486921,39487236,315,39487096,47.7,15.672,4.03502,13.718
1,39532455,39533293,838,39532893,126.45,147.076,28.8121,143.854
1,39544923,39545805,882,39545423,76.48,55.8153,11.068,53.2348
1,39556182,39557007,825,39556502,56.79,50.1124,14.1813,47.5939
1,39569896,39570552,656,39570199,34.83,20.6283,7.16611,18.5571
1,39581206,39581786,580,39581476,61.33,17.6647,3.66659,15.6645
1,39584637,39584933,296,39584765,28.02,13.3434,5.059,11.4552
1,39616041,39616740,699,39616280,62.85,45.3983,10.6411,42.9344
1,39671330,39671540,210,39671380,34.07,10.9108,3.64968,9.1003
1,39683333,39684241,908,39683861,26.5,12.7648,5.20419,10.8929
1,39689354,39690051,697,39689519,28.02,13.5292,5.13238,11.6355
1,39713617,39714134,517,39713775,53.76,14.2316,3.42251,12.3208
1,39727529,39727917,388,39727729,31.8,9.61662,3.56542,7.85402
1,39754521,39754871,350,39754791,18.17,6.74394,3.58632,5.11056
1,39759354,39759927,573,39759666,49.22,25.2043,6.27714,23.0452
1,39765071,39765498,427,39765312,49.97,28.1271,7.28204,25.9148
1,39770607,39770829,222,39770744,48.46,12.5625,3.29733,10.6971
1,39799689,39800042,353,39799853,19.69,5.28566,2.95526,3.73371
1,39808741,39809383,642,39809117,140.84,127.138,17.7296,124.018
1,39826610,39827007,397,39826783,41.65,24.1693,7.20359,22.0287
1,39839491,39839769,278,39839592,47.7,14.3836,3.74636,12.4659
1,39844349,39844942,593,39844697,179.45,140.232,13.881,137.042
1,39868333,39868748,415,39868630,31.04,5.90546,2.46497,4.31473
1,39870108,39871093,985,39870832,100.71,56.1343,7.82352,53.5508
1,39872421,39873222,801,39872910,38.62,18.4972,5.6595,16.4755
1,39876002,39876367,365,39876155,68.9,26.9281,4.99314,24.7355
1,39879499,39880053,554,39879855,109.03,88.2519,13.7544,85.3836
1,39896015,39896399,384,39896165,28.02,9.93778,3.81738,8.15897
1,39897559,39897997,438,39897733,81.02,56.3808,10.2524,53.794
1,39901893,39902339,446,39902190,26.5,9.529,3.92879,7.76968
1,39903524,39903742,218,39903659,21.96,7.26463,3.62692,5.60609
1,39917859,39918375,516,39918064,30.29,12.3086,4.46964,10.4529
1,39919207,39919718,511,39919489,33.32,21.1945,7.51395,19.1138
1,39939810,39940195,385,39940133,17.42,8.15495,4.4519,6.45123
1,39943181,39943802,621,39943518,72.69,51.4144,10.5271,48.881
1,39947932,39948368,436,39948114,108.28,67.1091,9.05366,64.4183
1,39962887,39963234,347,39962965,18.17,4.75456,2.73892,3.24037
1,39964324,39965015,691,39964743,103.73,120.942,27.6678,117.859
1,40019818,40020462,644,40020329,18.93,6.8677,3.78603,5.22933
1,40028497,40028859,362,40028676,61.33,49.2567,12.222,46.7473
1,40029330,40029598,268,40029485,20.44,8.75915,4.30863,7.03118
1,40032101,40032894,793,40032600,65.88,43.943,9.5536,41.4973
1,40066451,40067175,724,40066758,57.55,35.7977,8.36374,33.4647
1,40078902,40079147,245,40078949,18.93,6.33313,3.53802,4.72391
1,40079796,40080073,277,40079889,23.47,11.0559,4.91717,9.23975
1,40092378,40092625,247,40092461,28.77,10.3137,4.04801,8.52403
1,40094886,40095321,435,40095077,54.52,30.3212,7.1497,28.0713
1,40096033,40096436,403,40096263,66.63,22.1705,4.22702,20.0707
1,40107849,40109276,1427,40108507,49.22,18.7317,4.56519,16.7052
1,40112068,40112565,497,40112374,143.11,104.527,12.009,101.546
1,40135427,40135789,362,40135617,13.63,4.80619,3.29193,3.28839
1,40159083,40159885,802,40159727,34.07,23.3418,8.19472,21.2176
1,40161934,40162173,239,40162035,15.9,6.39934,3.94881,4.7872
1,40176307,40177176,869,40176747,99.95,114.678,26.6677,111.632
1,40188386,40188837,451,40188627,57.55,53.7561,15.4662,51.1964
1,40189782,40190355,573,40189838,21.96,10.2387,4.96023,8.45058
1,40193213,40194208,995,40193659,592.12,899.255,76.3837,894.783
1,40206116,40206523,407,40206308,62.09,28.5666,5.73539,26.3477
1,40229607,40229851,244,40229671,15.14,5.31046,3.22875,3.75515
1,40240959,40241519,560,40241106,34.83,10.4007,3.58306,8.60688
1,40247024,40247813,789,40247501,35.59,16.0864,5.22682,14.1222
1,40257772,40258563,791,40258348,46.95,31.8026,9.1797,29.5297
1,40260141,40260862,721,40260458,145.38,160.505,26.5662,157.22
1,40264306,40264798,492,40264617,31.8,17.058,6.23135,15.072
1,40269251,40269835,584,40269619,44.67,15.2463,4.13526,13.3024
1,40276827,40277439,612,40277111,102.22,91.4348,16.3065,88.5434
1,40277714,40278090,376,40277927,62.85,18.2622,3.75567,16.2463
1,40283998,40284398,400,40284351,22.72,8.40735,3.9526,6.69285
1,40284699,40285217,518,40285066,23.47,5.42882,2.7192,3.86621
1,40289956,40290168,212,40290066,22.72,11.9085,5.54103,10.0645
1,40317826,40318139,313,40317976,20.44,7.09102,3.57401,5.43964
1,40322989,40323483,494,40323104,30.29,8.10064,3.12875,6.40178
1,40324121,40324729,608,40324325,29.53,11.5922,4.36147,9.75791
1,40325125,40325603,478,40325277,30.29,16.9306,6.25749,14.9473
1,40340740,40340971,231,40340787,24.99,5.06283,2.59871,3.53079
1,40365507,40367180,1673,40366770,201.41,166.045,15.4572,162.738
1,40370637,40371328,691,40371007,43.16,16.2502,4.41596,14.2814
1,40391234,40391481,247,40391315,15.9,5.17909,3.3139,3.63393
1,40396264,40396805,541,40396463,31.8,22.3551,8.66529,20.2494
1,40399360,40399995,635,40399851,43.16,22.7298,6.30852,20.6149
1,40403028,40403551,523,40403182,38.62,19.6674,6.0622,17.6197
1,40414611,40415005,394,40414773,26.5,11.2515,4.58359,9.4301
1,40418103,40418839,736,40418394,47.7,40.9234,12.8658,38.5172
1,40420436,40420679,243,40420578,15.9,7.16158,4.36716,5.50613
1,40446625,40446999,374,40446863,27.26,16.212,6.50897,14.2445
1,40450761,40450966,205,40450832,17.42,6.60524,3.68306,4.97574
1,40470183,40470634,451,40470272,24.99,14.2756,6.37721,12.3613
1,40487252,40488185,933,40487865,59.06,31.1482,6.67339,28.8864
1,40514785,40515316,531,40515017,40.89,20.1593,5.98401,18.1026
1,40521287,40521858,571,40521575,50.73,29.9283,7.67529,27.6854
1,40568304,40568691,387,40568508,27.26,11.3631,4.46425,9.53784
1,40578265,40578691,426,40578375,28.77,15.1622,5.95462,13.2246
1,40594399,40595102,703,40594989,31.04,13.965,4.90354,12.0598
1,40600956,40601357,401,40601174,24.99,11.5777,5.09552,9.7448
1,40614627,40615090,463,40614821,51.49,29.37,7.29922,27.136
1,40616236,40616650,414,40616400,121.15,54.5339,6.02614,51.9672
1,40629049,40630349,1300,40629540,233.21,241.648,24.9031,238.077
1,40635509,40636375,866,40635986,25.74,10.5157,4.45739,8.71831
1,40639888,40640393,505,40640069,29.53,5.77257,2.54419,4.19498
1,40643108,40643480,372,40643272,50.73,19.4413,4.70286,17.3971
1,40675516,40675835,319,40675635,18.93,4.75456,2.84709,3.24037
1,40679379,40679760,381,40679547,27.26,4.25308,2.17375,2.7764
1,40716135,40716340,205,40716205,17.42,7.8637,4.30264,6.17264
1,40721985,40722461,476,40722188,26.5,5.19227,2.50014,3.64603
1,40758680,40758973,293,40758872,25.74,12.6201,5.34887,10.7526
1,40760885,40761097,212,40760949,19.69,7.99138,4.13737,6.29644
1,40777738,40777995,257,40777828,21.96,9.26568,4.50165,7.51669
1,40792836,40793092,256,40792993,18.17,9.77723,5.06481,8.00639
1,40807325,40807742,417,40807544,31.8,11.3145,4.10023,9.49088
1,40814705,40815024,319,40814865,18.17,9.25272,4.79312,7.50465
1,40817817,40818095,278,40818088,24.23,4.32837,2.29363,2.84799
1,40818275,40818506,231,40818453,21.2,5.34426,2.77515,3.78544
1,40844088,40844670,582,40844518,29.53,16.0393,6.10605,14.0768
1,40850505,40850710,205,40850583,17.42,8.02821,4.38668,6.33234
1,40857105,40857376,271,40857256,30.29,15.016,5.47462,13.0834
1,40861958,40862517,559,40862321,71.18,56.6864,12.4066,54.0961
1,40863012,40863376,364,40863184,68.15,42.2508,8.45832,39.8263
1,40902510,40903111,601,40902878,53.76,21.6195,4.9782,19.5294
1,40927498,40927726,228,40927597,32.56,17.248,6.09056,15.2569
1,40931091,40931296,205,40931191,27.26,7.53378,3.13986,5.85862
1,40941253,40941752,499,40941548,29.53,8.67725,3.39225,6.95282
1,40945404,40946792,1388,40945880,580.76,1066.73,139.948,1062.14
1,40954503,40954801,298,40954680,28.77,10.6413,4.16407,8.83875
1,40962579,40963116,537,40962686,31.8,7.60861,2.98198,5.9283
1,40964448,40964653,205,40964587,13.63,5.83374,3.86465,4.25018
1,40971236,40971767,531,40971421,82.53,35.4686,5.56889,33.1408
1,40974910,40975502,592,40975298,39.37,9.80723,3.10567,8.03243
1,40991111,40991621,510,40991359,70.42,49.249,10.2026,46.7399
1,41003014,41003558,544,41003252,127.96,60.0882,6.44822,57.4646
1,41004699,41005380,681,41005084,28.02,12.7692,4.83598,10.8955
1,41006370,41007087,717,41006623,46.95,25.3875,6.84936,23.2246
1,41008740,41008955,215,41008833,14.39,6.07829,3.79493,4.4786
1,41014082,41014335,253,41014119,12.11,5.12571,3.4646,3.58301
1,41023927,41024156,229,41024036,15.14,7.33522,4.2647,5.66609
1,41029647,41030798,1151,41029978,71.18,69.9789,17.7118,67.2602
1,41037717,41038556,839,41038139,72.69,74.3662,19.4667,71.6093
1,41099130,41100156,1026,41099747,625.44,810.22,48.1874,805.833
1,41104856,41105103,247,41105032,41.65,8.08262,2.66533,6.38595
1,41115832,41116358,526,41116069,71.93,57.315,12.7616,54.7177
1,41133773,41134106,333,41133967,47.7,23.5026,6.08784,21.3745
1,41135552,41135819,267,41135672,35.59,8.70635,3.04898,6.98125
1,41143837,41144828,991,41144116,57.55,17.8589,3.90308,15.8521
1,41153231,41153613,382,41153534,21.96,7.73977,3.8264,6.0537
1,41163515,41164210,695,41163819,80.26,52.7388,9.46555,50.1894
1,41190841,41191192,351,41191026,21.2,5.34426,2.77515,3.78544
1,41194700,41195068,368,41194876,25.74,6.4496,2.97159,4.83219
1,41204956,41205343,387,41205143,23.47,14.2739,6.46499,12.3601
1,41228781,41229138,357,41228931,53,19.8089,4.50025,17.7585
1,41266115,41266639,524,41266354,34.07,13.3826,4.38417,11.4923
1,41267681,41268461,780,41268171,40.89,26.1364,8.21335,23.9581
1,41274925,41275390,465,41275156,23.47,12.3349,5.50693,10.4792
1,41280968,41281422,454,41281154,21.2,12.1067,5.70652,10.2562
1,41284117,41284637,520,41284540,20.44,11.5169,5.66489,9.68567
1,41286430,41286814,384,41286616,14.39,6.17368,3.84663,4.56929
1,41309532,41309778,246,41309628,34.07,15.8701,5.20377,13.913
1,41322774,41323387,613,41323086,54.52,41.9381,11.2009,39.5188
1,41330370,41330736,366,41330551,26.5,8.17398,3.45063,6.46968
1,41338428,41338777,349,41338586,27.26,8.74288,3.53234,7.01502
1,41346327,41346556,229,41346372,26.5,6.9893,3.05742,5.34362
1,41347488,41348027,539,41347762,60.57,37.8156,8.49016,35.4527
1,41359088,41359461,373,41359278,40.13,18.3455,5.29696,16.3283
1,41395338,41395686,348,41395493,87.08,43.0902,6.52176,40.6565
1,41506150,41506523,373,41506375,19.69,8.64533,4.44974,6.92346
1,41510785,41511290,505,41511118,30.29,16.0691,5.89773,14.1056
1,41517441,41518139,698,41517937,30.29,14.3451,5.21458,12.4282
1,41520305,41520913,608,41520617,15.14,6.39934,3.7719,4.7872
1,41528687,41529712,1025,41529245,70.42,39.8839,7.59366,37.492
1,41532207,41532847,640,41532379,50.73,33.2465,8.83016,30.9512
1,41537816,41538039,223,41537862,16.66,5.26585,3.20474,3.71582
1,41538585,41539005,420,41538825,15.14,5.20568,3.17821,3.65929
1,41544167,41544372,205,41544305,15.9,5.86933,3.66773,4.28049
1,41585913,41586410,497,41586276,64.36,22.3951,4.35739,20.2889
1,41597544,41597888,344,41597614,19.69,4.93063,2.81262,3.40603
1,41602879,41603178,299,41603037,53.76,24.5387,5.69826,22.3903
1,41630370,41630920,550,41630581,76.48,40.4454,7.04326,38.0461
1,41640055,41640275,220,41640169,19.69,10.1489,5.20751,8.36404
1,41675464,41675780,316,41675606,33.32,16.81,5.71937,14.83
1,41698589,41698849,260,41698731,30.29,7.09779,2.84431,5.44587
1,41706257,41706778,521,41706535,80.26,66.2908,13.5436,63.6063
1,41723619,41723831,212,41723750,15.14,7.16158,4.17151,5.50613
1,41737257,41737669,412,41737504,27.26,12.7318,4.99844,10.8615
1,41750012,41750608,596,41750333,72.69,74.3662,19.4667,71.6093
1,41790476,41790723,247,41790671,22.72,4.17504,2.37156,2.70354
1,41798670,41798941,271,41798783,27.26,16.4123,6.6025,14.4396
1,41827257,41828012,755,41827671,269.56,421.908,71.4736,417.959
1,41835851,41836526,675,41836284,74.96,53.6034,10.8516,51.0457
1,41837919,41838426,507,41838107,22.72,13.3282,6.26072,11.4423
1,41853617,41854338,721,41854001,49.22,25.8461,6.46711,23.6728
1,41858304,41858574,270,41858453,23.47,10.8771,4.83747,9.06983
1,41889113,41889676,563,41889482,40.13,24.1156,7.27529,21.9761
1,41908680,41909279,599,41909028,52.25,45.6216,13.3115,43.156
1,41911773,41912227,454,41911933,53.76,48.5263,14.4661,46.0252
1,41919625,41920017,392,41919802,70.42,45.043,8.96089,42.5838
1,41936854,41937200,346,41937018,22.72,9.93596,4.61303,8.15744
1,41941160,41941540,380,41941424,35.59,7.76376,2.81444,6.07664
1,41941981,41942538,557,41942269,153.71,154.835,22.2763,151.578
1,41950424,41951072,648,41950738,52.25,35.5825,9.18507,33.254
1,41965658,41966086,428,41965856,29.53,18.3235,7.13324,16.3067
1,41970392,41970632,240,41970492,28.02,9.36461,3.62699,7.61097
1,41981375,41981862,487,41981614,122.66,65.1067,7.45864,62.4337
1,41983616,41983891,275,41983771,30.29,7.09779,2.84431,5.44587
1,41993616,41993953,337,41993819,13.63,5.38058,3.60818,3.82009
1,41995011,41995318,307,41995178,21.2,7.73977,3.7002,6.0537
1,42005697,42006450,753,42006106,54.52,31.6401,7.54825,29.37
1,42006780,42007134,354,42007019,20.44,7.09102,3.57401,5.43964
1,42025634,42026142,508,42025859,34.83,16.5292,5.55254,14.555
1,42029112,42029624,512,42029438,33.32,16.81,5.71937,14.83
1,42043639,42044134,495,42043945,31.04,9.87633,3.56052,8.09929
1,42047102,42047387,285,42047246,25.74,9.26404,3.968,7.51576
1,42051295,42051577,282,42051428,52.25,12.61,3.13211,10.7433
1,42058575,42058799,224,42058658,25.74,7.50691,3.32993,5.83328
1,42061688,42061893,205,42061775,28.02,6.11664,2.63781,4.515
1,42075042,42075690,648,42075293,49.22,28.1271,7.17387,25.9148
1,42080800,42081321,521,42081001,34.07,17.6571,5.84556,15.6573
1,42085374,42085778,404,42085453,43.92,8.20393,2.64216,6.49757
1,42087853,42088314,461,42088093,30.29,20.9264,8.08461,18.8516
1,42095599,42095838,239,42095748,19.69,10.0802,5.17171,8.29675
1,42103986,42104416,430,42104148,14.39,5.70484,3.59499,4.12983
1,42105545,42105802,257,42105728,18.93,8.89604,4.79424,7.16298
1,42110206,42110673,467,42110469,84.05,47.7392,7.73161,45.2486
1,42112266,42112619,353,42112454,20.44,11.5169,5.66489,9.68567
1,42113942,42114303,361,42114161,26.5,10.6392,4.34463,8.837
1,42137678,42138211,533,42138022,20.44,7.09102,3.57401,5.43964
1,42138438,42138924,486,42138673,53,26.0028,6.00034,23.8273
1,42164957,42165325,368,42165140,18.93,4.75456,2.84709,3.24037
1,42168700,42168964,264,42168819,26.5,11.8212,4.81216,9.97825
1,42174372,42174886,514,42174566,20.44,7.83087,3.89184,6.14148
1,42176437,42176679,242,42176584,40.89,11.4739,3.49067,9.6462
1,42176909,42177662,753,42177381,46.95,22.6649,5.99319,20.5532
1,42186040,42186366,326,42186190,54.52,11.7142,2.92197,9.87733
1,42193391,42193603,212,42193467,17.42,8.93975,4.86478,7.20266
1,42199681,42200022,341,42199838,33.32,7.24791,2.7497,5.59018
1,42235462,42236076,614,42235665,30.29,10.6508,3.91093,8.84741
1,42242651,42243360,709,42242914,57.55,51.9784,14.6365,49.4398
1,42247602,42248480,878,42248156,62.85,18.2622,3.75567,16.2463
1,42248799,42249435,636,42249156,16.66,5.94584,3.53162,4.35154
1,42275982,42276382,400,42276187,42.4,22.0117,6.24945,19.9146
1,42276629,42277354,725,42277066,93.89,86.305,17.1578,83.4526
1,42294021,42294282,261,42294124,19.69,10.6366,5.46486,8.83479
1,42296118,42297221,1103,42296715,65.88,62.5289,16.7188,59.8801
1,42298188,42298504,316,42298200,12.11,4.9904,3.38888,3.46313
1,42299428,42299851,423,42299668,41.65,31.9615,10.4651,29.6854
1,42324327,42324743,416,42324527,22.72,13.3364,6.26497,11.4483
1,42354824,42355156,332,42355013,27.26,8.74288,3.53234,7.01502
1,42360387,42360933,546,42360649,20.44,5.83711,3.06343,4.2523
1,42361219,42361664,445,42361407,25.74,15.4524,6.68608,13.5036
1,42374129,42374625,496,42374459,15.14,6.15969,3.64954,4.55645
1,42406024,42406304,280,42406143,34.83,14.1848,4.73949,12.2756
1,42429669,42430171,502,42429847,70.42,30.4404,5.49372,28.1892
1,42457090,42457743,653,42457278,26.5,16.8738,7.10634,14.8929
1,42486472,42487129,657,42486779,24.23,10.4717,4.47896,8.67641
1,42511134,42511418,284,42511244,18.17,9.77723,5.06481,8.00639
1,42512901,42513188,287,42513025,37.86,19.3541,6.13891,17.313
1,42524876,42525942,1066,42525221,40.13,17.8367,5.14136,15.8301
1,42555685,42556121,436,42555875,100.71,45.233,5.98269,42.7712
1,42563307,42563541,234,42563384,32.56,11.0856,3.90903,9.26836
1,42584535,42584922,387,42584828,17.42,6.93733,3.84252,5.29518
1,42591904,42592396,492,42592225,25.74,7.5446,3.34304,5.86824
1,42596255,42596668,413,42596546,52.25,13.6723,3.32787,11.7745
1,42612568,42613006,438,42612760,49.97,36.9343,10.546,34.5839
1,42629894,42630658,764,42630232,488.39,641.722,48.9385,637.517
1,42643235,42643461,226,42643349,37.86,11.3945,3.65391,9.56849
1,42684952,42685535,583,42685453,32.56,8.29687,3.09585,6.58565
1,42694608,42695225,617,42694802,47.7,17.3383,4.42752,15.3448
1,42705220,42705789,569,42705413,70.42,30.4404,5.49372,28.1892
1,42707212,42707531,319,42707404,44.67,23.1872,6.38797,21.0649
1,42711691,42712061,370,42711877,49.22,14.3049,3.58694,12.3894
1,42761183,42761873,690,42761410,53,41.1356,11.0323,38.7266
1,42777885,42778465,580,42778040,18.17,8.09527,4.21697,6.39838
1,42790009,42790567,558,42790418,66.63,55.9348,13.5265,53.3531
1,42853314,42853690,376,42853389,15.14,7.33522,4.2647,5.66609
1,42857262,42858562,1300,42858392,58.3,45.7377,11.6281,43.2711
1,42866117,42866492,375,42866313,88.59,51.5096,8.14462,48.9749
1,42871313,42871653,340,42871493,16.66,5.19066,3.16936,3.64487
1,42884623,42884979,356,42884793,35.59,8.70635,3.04898,6.98125
1,42890175,42890380,205,42890203,12.87,5.12571,3.66462,3.58301
1,42918246,42918732,486,42918532,82.53,42.8769,6.96111,40.446
1,42957659,42957865,206,42957777,17.42,5.6097,3.22227,4.03893
1,43021820,43022378,558,43022145,48.46,40.6812,12.365,38.279
1,43023464,43024293,829,43023642,41.65,33.6429,11.2656,31.3402
1,43025991,43026254,263,43026165,27.26,3.68963,2.01848,2.26018
1,43027493,43027707,214,43027619,18.17,9.25272,4.79312,7.50465
1,43063572,43063870,298,43063726,27.26,11.7547,4.61367,9.91689
1,43069669,43069914,245,43069829,24.23,4.32837,2.29363,2.84799
1,43077563,43078214,651,43077984,48.46,10.5653,2.90941,8.76682
1,43081460,43081719,259,43081572,28.02,12.3037,4.65932,10.4489
1,43088029,43088567,538,43088383,64.36,42.2679,9.14137,39.8433
1,43103930,43104453,523,43104223,42.4,28.1697,8.51028,25.9569
1,43114048,43114472,424,43114274,66.63,43.4706,9.19543,41.0308
1,43119251,43119689,438,43119412,16.66,7.15739,4.14558,5.50281
1,43127419,43127656,237,43127539,17.42,7.47325,4.10597,5.80069
1,43136585,43137131,546,43136801,99.95,33.1758,4.38907,30.8812
1,43155260,43156544,1284,43156161,209.74,211.833,23.4156,208.36
1,43166264,43166571,307,43166431,28.77,6.11664,2.70664,4.515
1,43170909,43171723,814,43171161,23.47,6.41011,3.0591,4.79456
1,43211350,43211840,490,43211507,24.23,14.5125,6.30749,12.5912
1,43215587,43216192,605,43215792,21.2,10.4233,4.88314,8.62899
1,43226570,43227080,510,43226796,128.72,120.393,18.6784,117.313
1,43243741,43244275,534,43243994,59.06,54.5739,15.0151,52.0065
1,43247543,43248135,592,43247666,22.72,10.9015,5.05663,9.0915
2,329,929,600,598,57.55,9.16798,2.43942,7.42507
2,3805,4435,630,4176,49.22,22.7291,5.57968,20.6149
2,32811,33369,558,33185,44.67,20.1448,5.45036,18.0897
2,46752,47039,287,46893,18.93,8.85101,4.77071,7.12093
2,56764,57740,976,57164,33.32,24.4055,9.01042,22.2614
2,57929,58489,560,58287,24.99,15.2291,6.86505,13.2852
2,65070,65364,294,65116,30.29,4.80778,2.23482,3.2898
2,71366,72021,655,71739,85.56,79.4445,16.973,76.6449
2,75922,76517,595,76318,24.99,13.84,6.16028,11.9372
2,78172,78506,334,78360,46.19,15.1322,3.93236,13.1983
2,85073,86293,1220,85904,25.74,13.0829,5.55669,11.2029
2,95284,95535,251,95437,35.59,9.27289,3.19404,7.52305
2,98403,98835,432,98650,47.7,23.5026,6.08784,21.3745
2,125257,125989,732,125626,27.26,12.5536,4.92698,10.6883
2,163871,164196,325,164173,32.56,6.35161,2.58146,4.74136
2,194791,195594,803,195301,53.76,48.5263,14.4661,46.0252
2,209049,209270,221,209181,24.23,5.931,2.80333,4.33844
2,244850,245076,226,244969,27.26,13.5332,5.32681,11.6393
2,264677,265122,445,264981,21.2,6.40804,3.1716,4.79368
2,270290,270934,644,270416,30.29,16.7582,6.18451,14.7793
2,272582,272818,236,272677,20.44,9.40939,4.61261,7.65493
2,273567,274066,499,273818,27.26,10.2911,4.06893,8.50186
2,278517,278739,222,278610,17.42,7.78329,4.26181,6.09576
2,282351,282587,236,282393,21.96,9.67132,4.69017,7.90744
2,290710,291296,586,290972,68.15,52.5928,11.6802,50.0453
2,309664,309889,225,309723,20.44,7.09102,3.57401,5.43964
2,319491,319923,432,319793,36.34,17.4811,5.54079,15.4854
2,353587,354194,607,353751,62.85,13.8568,3.04031,11.9539
2,384843,385274,431,384987,18.93,9.25272,4.98241,7.50465
2,393018,393421,403,393186,53,46.8773,13.5008,44.3982
2,472733,473101,368,472923,28.02,19.2122,7.66515,17.1738
2,485636,486144,508,485959,88.59,68.648,12.5302,65.9426
2,487407,487748,341,487738,27.26,4.25308,2.17375,2.7764
2,515388,516035,647,515891,28.77,10.8899,4.2533,9.0807
2,531421,531861,440,531569,25.74,11.4769,4.85378,9.64869
2,567233,567535,302,567406,72.69,26.2121,4.60562,24.0324
2,583060,583345,285,583245,17.42,8.93975,4.86478,7.20266
2,603229,603777,548,603573,52.25,22.8859,5.32459,20.769
2,626633,626838,205,626725,18.93,6.80545,3.75677,5.16866
2,630321,630720,399,630524,75.72,36.84,6.39322,34.4907
2,663894,664988,1094,664613,94.65,89.6364,18.0298,86.7582
2,669410,669969,559,669607,77.99,69.808,15.798,67.0907
2,670948,671577,629,671152,40.13,26.1364,8.06488,23.9581
2,672824,673105,281,672959,26.5,16.4086,6.87538,14.4362
2,693292,693575,283,693477,24.23,9.79599,4.20499,8.02209
2,694597,695723,1126,695306,63.6,41.8655,9.22909,39.4481
2,695939,696173,234,696011,13.63,5.03748,3.41807,3.50765
2,698835,700123,1288,699428,165.82,225.305,44.07,221.785
2,719242,719799,557,719655,37.1,23.1653,7.47101,21.0437
2,730388,731000,612,730639,72.69,51.4144,10.5271,48.881
2,731732,732002,270,731826,15.9,7.03911,4.29885,5.39008
2,735335,735540,205,735487,19.69,6.46191,3.44781,4.84269
2,743707,744194,487,743998,56.79,25.5361,5.65173,23.3709
2,756813,757151,338,756942,43.16,21.2616,5.84122,19.18
2,764428,764662,234,764511,35.59,11.0065,3.65878,9.19148
2,771364,771642,278,771497,34.07,10.9108,3.64968,9.1003
2,800442,800745,303,800724,12.87,4.79185,3.46804,3.27442
2,826931,827697,766,827252,99.95,55.2086,7.76528,52.6335
2,835011,835373,362,835221,31.04,11.6908,4.1268,9.85462
2,848924,849418,494,849032,23.47,9.09299,4.0788,7.35131
2,872709,873321,612,873111,58.3,50.6558,13.6596,48.1311
2,885562,885792,230,885701,32.56,7.49134,2.87813,5.81833
2,919000,919257,257,919124,36.34,12.1722,3.88605,10.3201
2,930102,930526,424,930260,21.2,8.52379,4.02926,6.80584
2,946083,946377,294,946210,12.87,4.79185,3.46804,3.27442
2,979901,980136,235,980046,31.8,13.0386,4.68598,11.1594
2,989414,989968,554,989637,56.79,21.9347,4.81575,19.8391
2,1000737,1001040,303,1000819,39.37,9.80723,3.10567,8.03243
